法人の名称フリガナ,法人の名称,ホームページアドレス,事業の種類
コウエキザダンホウジントウキョウトガッコウキュウショクカイ,公益財団法人東京都学校給食会,http://togakkyu.or.jp,教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
コウエキシャダンホウジン　アイチケンシリツヨウチエンレンメイ,公益社団法人愛知県私立幼稚園連盟,http://www.aichishiyo.or.jp/,教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
コウエキシャダンホウジン　カナガワケンバジュツキョウカイ,公益社団法人神奈川県馬術協会,http://kanagawa-uma.com,教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
コウエキシャダンホウジン　シガケンサッカーキョウカイ,公益社団法人滋賀県サッカー協会,http://www.shigafa.com,教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
コウエキシャダンホウジン　ゼンコクニンテイコドモエンケンシュウケンキュウキコウ,公益社団法人全国認定こども園研修研究機構,https://kodomoenkikou.jp/,教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
コウエキシャダンホウジン　ゼンニホンガクセイスキーレンメイ,公益社団法人全日本学生スキー連盟,http://www.isj.gr.jp,教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
コウエキシャダンホウジン　ナガノケンシガクキョウイクキョウカイ,公益社団法人長野県私学教育協会,http://w1.avis.ne.jp/~s-gaku/,教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
コウエキシャダンホウジン　ニホンカラテキョウカイ,公益社団法人日本空手協会,http://www.jka.or.jp,教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
コウエキシャダンホウジン　ニホンダンスギカイ,公益社団法人日本ダンス議会,http://www.jdc-dance.org/,教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
コウエキシャダンホウジン　ニホンチアリーディングキョウカイ,公益社団法人日本チアリーディング協会,http://www.fjca.jp,教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
コウエキシャダンホウジン　ニホンパブリックゴルフキョウカイ,公益社団法人日本パブリックゴルフ協会,http://www.pgs.or.jp/,教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
コウエキシャダンホウジン　ニホンプロゴルフキョウカイ,公益社団法人日本プロゴルフ協会,http://pga.or.jp/,教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
コウエキシャダンホウジン　ネリマクスポーツキョウカイ,公益社団法人練馬区スポーツ協会,http://nerima-sports.jp/,教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
コウエキシャダンホウジン　ホッカイドウシガクシンコウキキンキョウカイ,公益社団法人北海道私学振興基金協会,http://www.hshigaku.or.jp,教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
コウエキシャダンホウジン　ホッカイドウシリツヨウチエンキョウカイ,公益社団法人北海道私立幼稚園協会,http://www.hokushiyou.or.jp/,教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
コウエキシャダンホウジンアイチケンスキーレンメイ,公益社団法人愛知県スキー連盟,http://www.ski.aichi.jp/,教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
コウエキシャダンホウジンイシカワケンシガクシンコウカイ,公益社団法人石川県私学振興会,http://www.ishi-shigaku.jp,教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
コウエキシャダンホウジンイバラキケンシガクキョウイクシンコウカイ,公益社団法人茨城県私学教育振興会,https://ibaraki-shigaku.jp/,教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
コウエキシャダンホウジンイワテケンシガクシンコウカイ,公益社団法人岩手県私学振興会,http://www.shigaku-iwate.or.jp,教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
コウエキシャダンホウジンエイヨウイガクキョウカイ,公益社団法人栄養医学協会,http://www.shokukai.jp,教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
コウエキシャダンホウジンエチゼンシスポーツキョウカイ,公益社団法人越前市スポーツ協会,http://www.incl.ne.jp/etaikyou,教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
コウエキシャダンホウジンエヒメケンシリツガッコウタイショクキンシャダン,公益社団法人愛媛県私立学校退職金社団,,教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
