,法人の名称フリガナ,法人の名称,ホームページアドレス,事業の種類
0,コウエキシャダンホウジンカスカベセイネンカイギショ,公益社団法人春日部青年会議所,http://www.kasukabe-jc.com/,"児童又は青少年の健全な育成を目的とする事業
男女共同参画社会の形成その他のより良い社会の形成の推進を目的とする事業
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業"
0,コウエキシャダンホウジンガールスカウトオオイタケンレンメイ,公益社団法人ガールスカウト大分県連盟,http://www.gs-oita.jpn.org/,"児童又は青少年の健全な育成を目的とする事業
男女共同参画社会の形成その他のより良い社会の形成の推進を目的とする事業
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業
地球環境の保全又は自然環境の保護及び整備を目的とする事業"
0,コウエキザイダンホウジンヒロシマサンギョウシンコウキコウ,公益財団法人ひろしま産業振興機構,https://www.hiwave.or.jp,公正かつ自由な経済活動の機会の確保及び促進並びにその活性化による国民生活の安定向上を目的とする事業
0,コウエキシャダンホウジンニッポンセイネンカイギショ,公益社団法人日本青年会議所,https://www.jaycee.or.jp/,"公衆衛生の向上を目的とする事業
児童又は青少年の健全な育成を目的とする事業
勤労者の福祉の向上を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
事故又は災害の防止を目的とする事業
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業
地球環境の保全又は自然環境の保護及び整備を目的とする事業
国政の健全な運営の確保に資することを目的とする事業
地域社会の健全な発展を目的とする事業"
0,コウエキシャダンホウジンオケタニシキボニュウイクジスイシンキョウカイ,公益社団法人桶谷式母乳育児推進協会,https://www.oketani.or.jp,"公衆衛生の向上を目的とする事業
勤労者の福祉の向上を目的とする事業"
0,コウエキザイダンホウジン　コクサイイリョウザイダン,公益財団法人国際医療財団,https://ihf.asia/,"公衆衛生の向上を目的とする事業
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業"
0,コウエキザイダンホウジンエイズヨボウザイダン,公益財団法人エイズ予防財団,https://www.jfap.or.jp,"公衆衛生の向上を目的とする事業
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業"
0,イッパンザイダンホウジンナガヤマセキゼンカイ,一般財団法人永山積善会,,"公衆衛生の向上を目的とする事業
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業
地域社会の健全な発展を目的とする事業"
0,コウエキザイダンホウジンニホンカンキョウセイビキョウイクセンター,公益財団法人日本環境整備教育センター,https://www.jeces.or.jp/,"公衆衛生の向上を目的とする事業
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業
地球環境の保全又は自然環境の保護及び整備を目的とする事業
地域社会の健全な発展を目的とする事業"
0,コウエキザイダンホウジンフクオカケンリサイクルソウゴウケンキュウジギョウカセンター,公益財団法人福岡県リサイクル総合研究事業化センター,https://www.recycle-ken.or.jp,"公衆衛生の向上を目的とする事業
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業
地球環境の保全又は自然環境の保護及び整備を目的とする事業
地域社会の健全な発展を目的とする事業
国民生活に不可欠な物資、エネルギー等の安定供給の確保を目的とする事業"
0,コウエキザイダンホウジンニホンアイバンクキョウカイ,公益財団法人日本アイバンク協会,http://www.j-eyebank.or.jp/,"公衆衛生の向上を目的とする事業
思想及び良心の自由、信教の自由又は表現の自由の尊重又は擁護を目的とする事業"
0,コウエキザイダンホウジンニホンユースリーダーキョウカイ,公益財団法人日本ユースリーダー協会,https://www.youthleader.or.jp/,"勤労意欲のある者に対する就労の支援を目的とする事業
児童又は青少年の健全な育成を目的とする事業
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業
地球環境の保全又は自然環境の保護及び整備を目的とする事業
地域社会の健全な発展を目的とする事業"
0,コウエキシャダンホウジンゼンコクテッキンコウジギョウキョウカイ,公益社団法人全国鉄筋工事業協会,http://www.zentekkin.or.jp/,"勤労意欲のある者に対する就労の支援を目的とする事業
勤労者の福祉の向上を目的とする事業
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業
国土の利用、整備又は保全を目的とする事業
国政の健全な運営の確保に資することを目的とする事業
公正かつ自由な経済活動の機会の確保及び促進並びにその活性化による国民生活の安定向上を目的とする事業"
0,コウエキザイダンホウジンハットリコウエキザイダン,公益財団法人服部公益財団,http://www.hattori.org/,"勤労意欲のある者に対する就労の支援を目的とする事業
勤労者の福祉の向上を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業
地域社会の健全な発展を目的とする事業"
0,コウエキシャダンホウジンヤマナシケンカンゴキョウカイ,公益社団法人山梨県看護協会,http://www.yna.or.jp,"勤労意欲のある者に対する就労の支援を目的とする事業
国政の健全な運営の確保に資することを目的とする事業"
0,コウエキザイダンホウジンジンザイイクセイシンコウザイダン,公益財団法人人材育成振興財団,http://www.humancare-school.jp/,"勤労意欲のある者に対する就労の支援を目的とする事業
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業"
0,コウエキザイダンホウジンヒロシマコクサイセンター,公益財団法人ひろしま国際センター,https://hiroshima-ic.or.jp/,"勤労意欲のある者に対する就労の支援を目的とする事業
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業"
0,コウエキシャダンホウジン　ムゲンノワ　コクサイジンザイシエンキコウ,公益社団法人むげんのわ国際人材支援機構,,"勤労意欲のある者に対する就労の支援を目的とする事業
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業"
0,コウエキシャダンホウジンガイコクジンコヨウキコウ,公益社団法人外国人雇用機構,http://www.gaikokujin-koyo.org/,"勤労意欲のある者に対する就労の支援を目的とする事業
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業"
0,コウエキシャダンホウジンコウレイシャフクシジギョウシエンキョウカイ,公益社団法人高齢者福祉事業支援協会,https://scwsa.jimdofree.com/,"勤労意欲のある者に対する就労の支援を目的とする事業
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業"
0,コウエキシャダンホウジンコクサイジンザイカツヤクシエンキコウ,公益財団法人国際人材活躍支援機構,https://ihrso.or.jp,"勤労意欲のある者に対する就労の支援を目的とする事業
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業"
0,コウエキシャダンホウジンジェイマコクサイコウリュウキョウカイ,公益社団法人ＪＭＡ国際交流協会,http://www.jma-partnership.or.jp,"勤労意欲のある者に対する就労の支援を目的とする事業
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業"
0,コウエキシャダンホウジントウキョウトケンセツジギョウキョカイ,公益社団法人東京都建設事業協会,http://www.token-k.or.jp/index.html,"勤労意欲のある者に対する就労の支援を目的とする事業
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業"
